"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significance"
"1555419_a_at",-1.07896234197694,0.1138968517101,-7.4287006363348,6.69544728195139e-12,4.97788387463547e-11,16.2627044748365,"Down"
"40665_at",-1.43262531746467,0.132055294325197,-7.4241659243495,6.86716814729225e-12,5.09723619947331e-11,16.2377709652022,"Down"
"227828_s_at",-1.17718557842048,0.0915453273797666,-7.42403392773738,6.87223132126113e-12,5.10030198846141e-11,16.2370453079572,"Down"
"210138_at",1.09123579414059,-0.0643363810636506,7.41843228268535,7.09053917428246e-12,5.25091736900845e-11,16.2062556800538,"Up"
"39402_at",-1.36373120046016,0.0760276199072157,-7.41644880183,7.1694727949995e-12,5.30434269372933e-11,16.1953560672929,"Down"
"211450_s_at",1.03899773606128,-0.078269196038215,7.41569421417546,7.19972970002404e-12,5.32600759503199e-11,16.1912098264704,"Up"
"219519_s_at",-1.05611920664976,0.137717860096811,-7.41419904939833,7.26005531375404e-12,5.36845448038277e-11,16.1829949230998,"Down"
"206979_at",-1.00212929222922,0.0279139598189514,-7.40970569906435,7.44437459115916e-12,5.49805728450124e-11,16.1583118081221,"Down"
"213869_x_at",1.24593964588894,-0.0335632877542324,7.4094720487626,7.45408462607129e-12,5.50448510170783e-11,16.1570285030826,"Up"
"211634_x_at",2.01485810920959,-0.0462142209192554,7.40624692608404,7.5894011503892e-12,5.59534126075417e-11,16.1393167577152,"Up"
"239069_s_at",1.07369392213942,-0.0772744393307035,7.40597801604851,7.60079294839944e-12,5.60147397834936e-11,16.1378401226361,"Up"
"228360_at",1.07411535265993,-0.115080033768491,7.40548607711805,7.6216766789634e-12,5.61535065924166e-11,16.1351388606937,"Up"
"211641_x_at",1.46703641933843,-0.0527366766404504,7.40011436962619,7.85344227393062e-12,5.77754246941815e-11,16.1056481239722,"Up"
"241140_at",-1.25881333337461,0.0903910273657955,-7.39932800650908,7.88795027403613e-12,5.80058750817654e-11,16.1013318405028,"Down"
"211640_x_at",1.58375317150821,-0.0663130199933843,7.39899168736299,7.90275472919816e-12,5.81069277594015e-11,16.0994858789817,"Up"
"219450_at",-1.02810676267453,0.036902374235618,-7.39799448613645,7.94681234595452e-12,5.84073081079531e-11,16.0940127571104,"Down"
"203922_s_at",-1.10358116228125,0.160142277378739,-7.39702706118942,7.98978656029958e-12,5.86897731319696e-11,16.0887033994249,"Down"
"235635_at",-1.05715607454167,0.0536972184689349,-7.39309727212558,8.16672866738538e-12,5.9910893585039e-11,16.0671396108825,"Down"
"229271_x_at",1.00301674861499,-0.0701557531812952,7.38828993020076,8.38846135573973e-12,6.14550615871727e-11,16.0407679300213,"Up"
"212670_at",-1.09453305396338,0.0833427636952252,-7.38799069665742,8.40245831880522e-12,6.15493580627914e-11,16.039126693809,"Down"
"205064_at",2.27374276957885,-0.228763413627424,7.3857024762716,8.51025871434847e-12,6.22806043644763e-11,16.0265773169308,"Up"
"204192_at",-1.12365085997692,0.157980688064349,-7.37626499941817,8.96951135577466e-12,6.55187753342658e-11,15.9748387309357,"Down"
"205828_at",1.68342466891871,-0.137195145132232,7.37457279357306,9.05441219158149e-12,6.61212750867795e-11,15.965565003016,"Up"
"208791_at",-1.22444556134701,0.136500017956649,-7.3744567281267,9.06026443247967e-12,6.61551759943678e-11,15.9649289717236,"Down"
"238619_at",-1.02637194467026,0.0795760868062541,-7.36660565047307,9.46493919007157e-12,6.90178114453405e-11,15.9219167576361,"Down"
"219756_s_at",1.11053850494149,-0.0761245402714086,7.35675085450102,9.99827524628623e-12,7.27419426601064e-11,15.867958430561,"Up"
"203923_s_at",-1.350870351813,0.186909894361152,-7.35024702540398,1.03664289880004e-11,7.52718746970307e-11,15.8323668926186,"Down"
"227719_at",-1.46373380970449,0.00498340221626397,-7.34902901482397,1.04368508214606e-11,7.57513366073752e-11,15.8257031473785,"Down"
"1554921_a_at",-1.1949588064775,0.0845872314841798,-7.34684271773146,1.05644448923845e-11,7.65960780388703e-11,15.8137432400352,"Down"
"1553413_at",1.53064617306185,-0.144006631647847,7.34348070933309,1.07636703919888e-11,7.79371843043291e-11,15.7953550908013,"Up"
"206201_s_at",-1.36264261354234,0.133795469882355,-7.34015966362544,1.09641151521877e-11,7.92625936725986e-11,15.7771949870754,"Down"
"229307_at",-1.03531119533538,0.0635827812580128,-7.33455913731918,1.13105341200931e-11,8.16266437455244e-11,15.7465792793107,"Down"
"205239_at",-2.06183858964226,0.247084024123274,-7.33358970163945,1.13715875837681e-11,8.20455992534338e-11,15.7412809361744,"Down"
"205542_at",1.51131361477396,0.00276479387426037,7.32864948357781,1.1687812482605e-11,8.42271184244667e-11,15.714286006862,"Up"
"205067_at",-1.39256653840671,0.0720488719480605,-7.32514439602578,1.19174321506772e-11,8.57800951603837e-11,15.6951384517201,"Down"
"211354_s_at",-1.14119019167247,0.0561269726236029,-7.32318076075481,1.20480142676009e-11,8.66629627787235e-11,15.6844134731277,"Down"
"238439_at",1.69196040467402,0.0128649858472222,7.3217826109954,1.21418528152863e-11,8.7303498510755e-11,15.6767779149143,"Up"
"219856_at",-1.02153113789565,0.131215480865508,-7.31348567763663,1.27137669032659e-11,9.11759188662204e-11,15.6314814176167,"Down"
"203849_s_at",1.03148891506746,-0.151253371546351,7.31178251694417,1.2834421097941e-11,9.19326573470359e-11,15.6221862344815,"Up"
"204621_s_at",-1.41209730385087,0.104279818791132,-7.31161798335639,1.2846136672991e-11,9.20045222158482e-11,15.6212883306228,"Down"
"205559_s_at",-1.07232745419976,0.102343234774696,-7.2947517029982,1.41049243397891e-11,1.00585201288375e-10,15.529296902543,"Down"
"209283_at",-1.04343777484838,0.039942062626808,-7.29363356105059,1.41925582179153e-11,1.01130994469506e-10,15.5232020483938,"Down"
"226809_at",1.37757394919435,-0.202238064924104,7.28759254399574,1.46754133218196e-11,1.0448993662853e-10,15.4902811260905,"Up"
"1554557_at",1.03397523514267,-0.0704056220736769,7.28619963161479,1.47890319094043e-11,1.05271490645317e-10,15.4826922552234,"Up"
"204748_at",-1.78893137680962,0.191809218235906,-7.28036349661254,1.52746107500221e-11,1.08544234826808e-10,15.4509035411669,"Down"
"205959_at",1.72117217220699,-0.101261039859632,7.2801970337995,1.52886895573106e-11,1.08630162644049e-10,15.4499970220158,"Up"
"215933_s_at",-1.07006382607323,0.0973536244463346,-7.26929086542966,1.62395950398337e-11,1.15117316064165e-10,15.3906266805996,"Down"
"202672_s_at",-1.23785028268459,0.0875440023586456,-7.26162518926435,1.69427214525571e-11,1.19899468731369e-10,15.3489229601893,"Down"
"206796_at",1.09528434514201,-0.0336053008323471,7.25973557954175,1.71206169562611e-11,1.211270357251e-10,15.3386462137585,"Up"
"203998_s_at",1.00956338952701,-0.128121667753328,7.25671512827377,1.74088163381367e-11,1.23070472367161e-10,15.3222220637966,"Up"
"228442_at",-1.02892084191629,0.0866841722622452,-7.25305951870282,1.7764040354622e-11,1.25387155485278e-10,15.302348659976,"Down"
"236129_at",-1.01665955145511,0.100702735409763,-7.24722737307728,1.83456518683505e-11,1.29292152088433e-10,15.270652951954,"Down"
"1552766_at",1.10010225060721,-0.0597239937986522,7.24649551916499,1.84199525893678e-11,1.29782333482434e-10,15.2666764676279,"Up"
"234151_at",-1.01394496125458,0.0963851208495233,-7.24419642727391,1.86553058279036e-11,1.31220744389634e-10,15.2541857822646,"Down"
"219117_s_at",1.16941603855404,-0.0173277225220743,7.24179153100602,1.89046708469853e-11,1.32906375023649e-10,15.2411223739689,"Up"
"231331_at",1.66311987902908,-0.163814700738659,7.24063227571058,1.90260487043393e-11,1.33708125052667e-10,15.2348260606982,"Up"
"206932_at",-1.49574096705486,0.168722295243836,-7.23818603513192,1.92847115425872e-11,1.35421474902511e-10,15.2215413273297,"Down"
"238727_at",1.00685946907964,-0.112211046883424,7.23579125614732,1.95412989270616e-11,1.37152826551616e-10,15.208538220055,"Up"
"214157_at",1.170626588146,-0.128473561070061,7.23427097902028,1.97059362301753e-11,1.38255108864986e-10,15.2002845667578,"Up"
"216510_x_at",2.08048403238836,-0.0304157773694116,7.2273539999825,2.04724819417339e-11,1.43338833418402e-10,15.1627428403788,"Up"
"206595_at",-1.53945648483053,0.176971912363453,-7.21886237639281,2.14539259117931e-11,1.49845860913041e-10,15.1166791706273,"Down"
"211798_x_at",1.83035937243756,-0.0113122124892341,7.20982238567661,2.2549872759241e-11,1.57159247050542e-10,15.067670449625,"Up"
"201490_s_at",1.09242549792081,-0.0762174904053665,7.20537891047475,2.3108671152293e-11,1.60848707224904e-10,15.043592150722,"Up"
"237625_s_at",1.55684391897687,-0.0397271056938692,7.20499975072222,2.31569820411963e-11,1.61143947193892e-10,15.0415379031467,"Up"
"222679_s_at",1.00975143337077,-0.070244136898607,7.20138335082618,2.3622813137053e-11,1.64239230451217e-10,15.0219473415179,"Up"
"210168_at",-1.25331383105982,0.0613297399619494,-7.20052642614325,2.37345443284071e-11,1.64995068169823e-10,15.0173059762344,"Down"
"1555867_at",1.35390942065888,-0.198543642036366,7.19874594725727,2.39683667841957e-11,1.66514670130356e-10,15.0076632420852,"Up"
"206693_at",-1.00964570014482,0.107775589512862,-7.19713126578174,2.41823832624823e-11,1.67937483154607e-10,14.9989194654274,"Down"
"224901_at",-1.10775406454173,0.0489817419858646,-7.19660620410288,2.42523831312064e-11,1.68338078925824e-10,14.9960763777664,"Down"
"205328_at",1.75446755458205,-0.0737301216922255,7.19623044208864,2.43026016429679e-11,1.68665237982898e-10,14.994041776946,"Up"
"1556773_at",1.8309716914327,-0.177679643921557,7.19583851756751,2.43550896687027e-11,1.68965172901449e-10,14.9919197192119,"Up"
"214033_at",-1.19554556191809,0.115440901417406,-7.19442382067372,2.45454849402084e-11,1.70264449264894e-10,14.9842603871523,"Down"
"241716_at",1.38752609217919,-0.124093471091921,7.1924201408978,2.48176670359414e-11,1.71912573823653e-10,14.9734135228097,"Up"
"229150_at",-1.34589005104982,0.112140972616206,-7.18628487842331,2.56697718928186e-11,1.77365699259429e-10,14.9402098564768,"Down"
"223217_s_at",-1.30058056729527,0.111844833135848,-7.18425506162869,2.59580011382028e-11,1.79221329995105e-10,14.9292277363816,"Down"
"204284_at",-1.3008088798864,0.113586327313897,-7.18249681053545,2.62102519065111e-11,1.80848753532117e-10,14.9197161520922,"Down"
"227812_at",-1.10940180231672,0.0986311228648504,-7.17923415887354,2.6684768493587e-11,1.8391399437626e-10,14.9020693280862,"Down"
"216557_x_at",1.68388500538946,-0.0523504233159106,7.17890571946778,2.67330040787016e-11,1.84223216284725e-10,14.9002931086179,"Up"
"235956_at",-1.00166941941164,0.0268205329654011,-7.17222492689925,2.77330788358319e-11,1.90778319746994e-10,14.8641718476089,"Down"
"235965_at",1.19859685375857,-0.0481758362457676,7.16141695860275,2.94297939391236e-11,2.01840690368989e-10,14.8057718518432,"Up"
"203325_s_at",1.20038599802401,-0.0178728607919132,7.15496771946133,3.04906846557104e-11,2.08854696009893e-10,14.7709450291858,"Up"
"208703_s_at",-1.02584405887702,0.0761381780848537,-7.15134621327284,3.11028921775941e-11,2.12701767330826e-10,14.7513953095089,"Down"
"210355_at",1.31276190003866,-0.109537815674885,7.14873334341345,3.15521185016295e-11,2.15692933117853e-10,14.7372935415479,"Up"
"202688_at",-1.09877438496916,0.119184306572033,-7.14132518928786,3.28609372248774e-11,2.24135696453365e-10,14.6973255777059,"Down"
"1558034_s_at",1.91532079051917,0.0095380159780983,7.14117069044017,3.28887962563435e-11,2.2426975995455e-10,14.6964922591223,"Up"
"235244_at",1.09723859755562,-0.0716680267630671,7.13682919334996,3.36812612775906e-11,2.29358943872495e-10,14.6730793073783,"Up"
"242873_at",1.03778575531426,-0.0916367499614563,7.13031807542439,3.49052405946236e-11,2.37191651691654e-10,14.6379794747935,"Up"
"211650_x_at",1.73413242614836,-0.0398426011997452,7.1259595257581,3.57490200888394e-11,2.42623842273746e-10,14.6144926801879,"Up"
"209723_at",-1.02155866738771,0.114063461888725,-7.1246498147253,3.60064839415242e-11,2.44310562112539e-10,14.6074365002952,"Down"
"228793_at",-1.06616350144417,0.0248141620649655,-7.11652254157615,3.76455978544026e-11,2.54926066719032e-10,14.5636648460733,"Down"
"216248_s_at",-1.52069064191623,0.117349253881903,-7.11502591612895,3.79553752383697e-11,2.5692833244495e-10,14.5556071277535,"Down"
"235075_at",2.16317519136429,-0.249514107026257,7.107411092666,3.95709445250564e-11,2.67235843862088e-10,14.5146228468792,"Up"
"205234_at",-1.02805530675466,0.122904275417078,-7.10714496494598,3.96286182270765e-11,2.67526200958811e-10,14.513190906022,"Down"
"204990_s_at",1.1387246330579,-0.0541592550372288,7.09787123225873,4.16910677701927e-11,2.80929150891704e-10,14.4633092387421,"Up"
"241036_at",1.120460663993,-0.063399205708621,7.09341463767927,4.27195692605958e-11,2.87611433237665e-10,14.4393498735079,"Up"
"239229_at",-1.02424224109263,0.0658515857635191,-7.09052972823579,4.3398674798591e-11,2.9186009158831e-10,14.4238442364917,"Down"
"241310_at",-1.12317429319984,0.0402228152793803,-7.08295977700872,4.52317487879874e-11,3.03366764595585e-10,14.3831730522716,"Down"
"230650_at",1.04409277551729,-0.101650467454265,7.08042298615933,4.58629807084398e-11,3.07411851199454e-10,14.3695485730114,"Up"
"208131_s_at",-1.03445977910272,0.132941599245603,-7.07675264406655,4.67917039582702e-11,3.13368007584324e-10,14.3498404934308,"Down"
"219607_s_at",-1.15718802446196,0.187104430392751,-7.07282015840329,4.78073740003724e-11,3.19856604683108e-10,14.3287306329117,"Down"
"217281_x_at",1.72774373747515,-0.0528875274879191,7.0726995475018,4.78388667191536e-11,3.19988994111784e-10,14.3280832801723,"Up"
"221266_s_at",-1.09583970361168,0.030096998935692,-7.06961935535522,4.86501152366325e-11,3.25176656548029e-10,14.3115529388549,"Down"
"210056_at",-1.6815016277113,0.157478692701348,-7.05793040245699,5.18542009174006e-11,3.45663062077405e-10,14.2488559612713,"Down"
"218541_s_at",-1.11676387172942,0.167132509353797,-7.05507665069536,5.26675752602303e-11,3.50700240817573e-10,14.2335571651402,"Down"
"227404_s_at",-1.08687550339308,0.0803607747700115,-7.0496790951454,5.42405827250076e-11,3.60472087090044e-10,14.2046298960735,"Down"
"209373_at",-1.10003521383014,0.18322818190323,-7.04135431701861,5.67580659991562e-11,3.76151182848953e-10,14.1600370569411,"Down"
"216491_x_at",2.13029135844234,-0.0501649068687952,7.03220194063075,5.96590937944293e-11,3.94468612070434e-10,14.111042467299,"Up"
"206115_at",-1.20166998228894,0.0816439537478222,-7.03047894369657,6.02213816506669e-11,3.97945859529878e-10,14.1018225876774,"Down"
"229816_at",-1.17136089853431,0.0675291597055802,-7.0207959969678,6.34800519384922e-11,4.17963853532883e-10,14.0500302033413,"Down"
"213537_at",-1.50829902001393,0.220851808851537,-7.0177094338126,6.45549351646169e-11,4.24683080270175e-10,14.0335284920587,"Down"
"212451_at",-1.01227567301667,0.0420659277451101,-7.01541166366928,6.53667736824804e-11,4.29816999529719e-10,14.0212463531483,"Down"
"204419_x_at",-1.3954898012599,0.0684617639059829,-7.00746806963996,6.82517996244333e-11,4.47979249035521e-10,13.9788020026665,"Down"
"239296_at",-1.0022407820369,0.0809277767893245,-7.00106073174701,7.06701672352406e-11,4.631297367358e-10,13.9445844126489,"Down"
"211002_s_at",1.08084185907853,-0.0919862380801282,6.99665735796186,7.23810139306811e-11,4.73773726404883e-10,13.9210781865686,"Up"
"215949_x_at",1.40760891235144,-0.0550001225479536,6.99640049780453,7.24820645318075e-11,4.7432158926111e-10,13.9197072454277,"Up"
"210735_s_at",1.32063623691988,-0.0735401001314513,6.99087361568132,7.46904325846421e-11,4.87955478738834e-10,13.8902149401096,"Up"
"204848_x_at",-1.38118964401331,0.0560942306243836,-6.98783042310261,7.5934616049138e-11,4.956691896474e-10,13.8739811772934,"Down"
"204750_s_at",1.13973851397288,-0.0860791478930391,6.98196829823115,7.83892365252164e-11,5.1126464356629e-10,13.842720354467,"Up"
"204465_s_at",1.32821217471434,-0.20567373465549,6.98076390520439,7.89031620438315e-11,5.14281431366296e-10,13.8362994111793,"Up"
"238778_at",-1.1386186810359,0.12588390411259,-6.98056372090499,7.89889042659560e-11,5.1474592857463e-10,13.8352322309035,"Down"
"204510_at",1.07407773539766,-0.0694535728122124,6.97998946917502,7.92353763846951e-11,5.16229051934367e-10,13.8321709900379,"Up"
"210367_s_at",1.1004218713559,-0.0127275934571828,6.9712991381803,8.30593271363908e-11,5.40177079955057e-10,13.7858603514001,"Up"
"217360_x_at",1.05526810618064,-0.0439604560051775,6.96914981779459,8.40328350694215e-11,5.46118537670346e-10,13.774411313356,"Up"
"213071_at",-1.23929030061612,0.118392711598291,-6.96792387618343,8.45931451700732e-11,5.49694581907981e-10,13.7678817737664,"Down"
"203665_at",-1.00094935746481,0.115481834824129,-6.96132605145332,8.76725719204629e-11,5.68623709341792e-10,13.7327511579882,"Down"
"209900_s_at",1.198451933119,-0.10850588829557,6.95990864267079,8.83484240046691e-11,5.72803282634328e-10,13.7252063351284,"Up"
"216542_x_at",1.37363167986214,-0.0539900489152285,6.94526321317941,9.56398631242649e-11,6.17514113878033e-10,13.6472964181186,"Up"
"206912_at",1.50772715940004,-0.150744965264177,6.94350457893534,9.65544178662749e-11,6.2319829970943e-10,13.6379467397641,"Up"
"216541_x_at",1.44265465380097,-0.0586353663023915,6.93732417652151,9.98374473553183e-11,6.43400805534185e-10,13.6050988741979,"Up"
"218232_at",-1.00882528840142,0.15449198411633,-6.93069019114332,1.03484054595362e-10,6.66037749853021e-10,13.5698574443359,"Down"
"242447_at",-1.00031348070969,0.0576302975635273,-6.93032669546648,1.03687617833847e-10,6.6726936264896e-10,13.5679269761463,"Down"
"219118_at",1.3040712626227,-0.0226381643164448,6.92536584839404,1.06505586583072e-10,6.84517802566059e-10,13.5415860429433,"Up"
"219434_at",-1.43368633494765,0.170391205285667,-6.92019142768321,1.0952540307081e-10,7.03017306045613e-10,13.5141217022086,"Down"
"211637_x_at",1.98386359991819,-0.046321806629972,6.91630922933107,1.11846402208415e-10,7.167372293419e-10,13.4935232346402,"Up"
"223779_at",1.42312786595134,-0.0458698743260191,6.91599825628666,1.12034405477384e-10,7.17857860011247e-10,13.4918735144264,"Up"
"206710_s_at",-1.10331466861223,0.0480566021929652,-6.91303251774168,1.13843126950886e-10,7.28849293447273e-10,13.4761421660152,"Down"
"208851_s_at",1.06619251247209,-0.0328523200763889,6.90662632803771,1.17849001922729e-10,7.53172902410897e-10,13.442173621314,"Up"
"211194_s_at",1.23763118492711,-0.106124621032955,6.9000711319106,1.22092000752517e-10,7.78742433637878e-10,13.4074322648357,"Up"
"215565_at",1.54246816657257,-0.0195509474873028,6.8989498438609,1.22832725674808e-10,7.83375630032676e-10,13.4014913941494,"Up"
"205997_at",1.21537920088242,0.00693083187746548,6.89625889448592,1.24628509639635e-10,7.94179925937884e-10,13.3872361484496,"Up"
"239984_at",-1.4628575248339,0.123705803230523,-6.89322574061082,1.26683728512147e-10,8.06712422129239e-10,13.3711716244262,"Down"
"220625_s_at",-1.58592578308129,0.16656417385051,-6.88906663536265,1.29556334524501e-10,8.24141080875755e-10,13.3491498214235,"Down"
"231348_s_at",-1.09435119164521,0.129789770917612,-6.88178571748607,1.34740644088728e-10,8.56024252329907e-10,13.3106155471987,"Down"
"209380_s_at",1.06011628264687,-0.0863277333105276,6.88022523914484,1.35878121668603e-10,8.62749541543475e-10,13.3023595364466,"Up"
"207382_at",1.02222888635441,-0.0802272253413873,6.87486663378523,1.39856760284637e-10,8.86805874175876e-10,13.2740164038286,"Up"
"211908_x_at",1.51787212574965,-0.0495480013467291,6.87289383190542,1.41350282021014e-10,8.95726317744432e-10,13.2635846807662,"Up"
"206197_at",-1.15707453707777,0.0704841074201183,-6.87222608714177,1.4185935787384e-10,8.98743961964332e-10,13.2600541618177,"Down"
"228912_at",1.17217888982156,-0.169614308172337,6.87037499477271,1.43280071634452e-10,9.07009137039908e-10,13.2502679715132,"Up"
"234366_x_at",1.71464881987185,-0.00712564541568048,6.86872019371115,1.44562009084932e-10,9.14640024389406e-10,13.2415207084189,"Up"
"205595_at",1.73038361789752,-0.189034134329799,6.86797941883872,1.45139530876784e-10,9.17929884405805e-10,13.2376053439855,"Up"
"214234_s_at",-1.42409853532643,-0.017196618606098,-6.86535092034869,1.4720718325578e-10,9.29930993010953e-10,13.2237142400951,"Down"
"201044_x_at",-1.23550178654922,0.0676419080032873,-6.86406062199291,1.48232775369134e-10,9.36085353812359e-10,13.2168963039486,"Down"
"207558_s_at",1.21089722345943,-0.112218276491864,6.84502230627274,1.64210560128557e-10,1.032097065758e-09,13.1163776120059,"Up"
"220445_s_at",1.26094993757377,-0.161783770082265,6.84195869581424,1.66935702007696e-10,1.04862241581696e-09,13.1002163140617,"Up"
"209351_at",2.16365078186592,-0.224704287591921,6.8382109895272,1.70330081903722e-10,1.06896203260858e-09,13.0804515261433,"Up"
"1552519_at",1.0508407281562,-0.103469765383342,6.83733802079391,1.7113047295025e-10,1.07361544561732e-09,13.0758484677757,"Up"
"226814_at",-1.01247520870704,0.0784335346904175,-6.83307513984461,1.75092543481456e-10,1.09746472714073e-09,13.0533753511318,"Down"
"226322_at",-1.21140539320344,0.0452462036549967,-6.81242121225421,1.95607248786752e-10,1.22015578624918e-09,12.9445985946098,"Down"
"216853_x_at",1.75810004448237,-0.0244690377084566,6.81125080761045,1.96838222163616e-10,1.22729271260072e-09,12.9384398158816,"Up"
"239911_at",1.1181990088063,-0.220243727875616,6.80904886716262,1.99174855891444e-10,1.24118304857362e-09,12.92685454867,"Up"
"206504_at",1.47977345033285,-0.0496318876153024,6.80041170390463,2.08607388168342e-10,1.29653392612301e-09,12.8814306198063,"Up"
"208893_s_at",-1.04517204101581,0.0832991935155325,-6.79698421584486,2.12471406657041e-10,1.31905009185577e-09,12.8634136765625,"Down"
"235153_at",1.15779265199118,-0.100946525883547,6.79352319571304,2.16444832818263e-10,1.34173710139893e-09,12.8452254612328,"Up"
"206157_at",-2.02490487122161,0.144565478426446,-6.78795790154443,2.22988239743098e-10,1.38089047547331e-09,12.8159894797647,"Down"
"1560869_a_at",-1.06625078964272,0.0458999177024983,-6.78440598258659,2.27265990552884e-10,1.4056298680406e-09,12.7973370940498,"Down"
"207717_s_at",1.13351625985645,-0.11795527922703,6.78308620272006,2.28876000505059e-10,1.41510746665318e-09,12.790407812649,"Up"
"226363_at",1.09029249076708,-0.0908219441675296,6.77902175998723,2.33905226885277e-10,1.44424260643168e-09,12.7690727426179,"Up"
"228825_at",1.15020576197494,-0.102043044112549,6.77842231741789,2.34656122490955e-10,1.44838829275152e-09,12.7659267371134,"Up"
"209692_at",1.34062123672551,-0.122367307293845,6.76663074076971,2.49919632955237e-10,1.53791287921526e-09,12.7040727427065,"Up"
"226311_at",1.03653766298428,-0.0348171534196252,6.76132840479483,2.57098366633649e-10,1.58119833472382e-09,12.6762778841594,"Up"
"214642_x_at",1.25930706177301,-0.142010233763478,6.75765874236754,2.62185307953663e-10,1.61121520876324e-09,12.6570484622491,"Up"
"204416_x_at",-1.09667408265757,0.17846985175074,-6.75490149756923,2.66072610347244e-10,1.63418557298759e-09,12.6426039545007,"Down"
"204999_s_at",1.05545400902226,-0.0573204874638396,6.74805184946928,2.75977205908107e-10,1.69046087082969e-09,12.6067343175823,"Up"
"239150_at",-2.30628693896672,0.225910326105605,-6.74387992856929,2.82186998963076e-10,1.7252123636706e-09,12.5848969173435,"Down"
"206033_s_at",1.71605198083777,-0.192062769436349,6.74373154954273,2.82410375450358e-10,1.72619198186119e-09,12.5841203818659,"Up"
"240304_s_at",-1.43861721104506,0.269616660121548,-6.73904875907228,2.89550324522501e-10,1.76800604802419e-09,12.5596179975038,"Down"
"218980_at",1.16210731683016,-0.105842657242562,6.73557238195859,2.94965636164397e-10,1.79871137154678e-09,12.5414341183326,"Up"
"210467_x_at",1.75242173176312,-0.222648517122699,6.72689078067046,3.08929194958093e-10,1.88050587111264e-09,12.4960457504318,"Up"
"205830_at",1.35610873535797,-0.167889304425008,6.72361317551083,3.14368661564671e-10,1.91255219439728e-09,12.4789184242089,"Up"
"214329_x_at",-1.00775222929889,0.120146838477523,-6.72201947378108,3.17047550758249e-10,1.92799186271908e-09,12.4705920949704,"Down"
"206715_at",-1.13378350409288,0.143246540124712,-6.72131682699995,3.18235781086283e-10,1.93478720459163e-09,12.4669214461002,"Down"
"242775_at",1.08964350971468,-0.109690700876397,6.720379973396,3.19826903819163e-10,1.94381235730466e-09,12.4620276214318,"Up"
"232235_at",-1.02019226028152,0.035571360299885,-6.71478156964217,3.2949980357449e-10,2.00059986234705e-09,12.4327911622991,"Down"
"220380_at",-1.26214500757556,0.0365087288199786,-6.70507072685861,3.46966634658418e-10,2.10128497451806e-09,12.3821101863282,"Down"
"221805_at",1.69035420747916,-0.276860706402244,6.70227809240028,3.52156541343722e-10,2.13106351942092e-09,12.3675428850981,"Up"
"224404_s_at",1.48942835471757,-0.0160159858924638,6.70114291772839,3.54287984802001e-10,2.1432502289278e-09,12.3616223967444,"Up"
"231084_at",-1.66397767655962,0.117235057833416,-6.69725450953421,3.61685812957915e-10,2.18606807688194e-09,12.3413466496139,"Down"
"211527_x_at",1.13039303967126,-0.0672976345175049,6.69379531268199,3.68394880296209e-10,2.22514251880194e-09,12.323314446543,"Up"
"226535_at",-1.30631034692208,0.245299559943582,-6.68901001090025,3.77878508701484e-10,2.27940285340397e-09,12.298377970067,"Down"
"211959_at",1.09634173495375,-0.0580809441986769,6.68781642579588,3.80281229858165e-10,2.29339027603079e-09,12.2921596671191,"Up"
"206496_at",-1.1921084125651,0.0943721891632561,-6.68670646012356,3.82529130294474e-10,2.30567525067251e-09,12.2863775528147,"Down"
"1553186_x_at",1.10629584119505,-0.112660920067678,6.68031177302053,3.95736985904502e-10,2.37977559440482e-09,12.2530762251475,"Up"
"224406_s_at",1.21818374537742,-0.0412871985270792,6.67755855030181,4.01561069781774e-10,2.41365947870975e-09,12.2387438230061,"Up"
"1553185_at",1.10588373196014,-0.112296449852934,6.66982211087378,4.18382438265451e-10,2.50960612311174e-09,12.1984879110072,"Up"
"203638_s_at",-1.11803776768552,0.0886720376907462,-6.66417629949544,4.31094550044743e-10,2.58145058081641e-09,12.1691267510379,"Down"
"206032_at",1.79077311276304,-0.213495827513766,6.6641672488369,4.31115230972742e-10,2.58145058081641e-09,12.1690796939837,"Up"
"1557285_at",-1.19873413553588,0.110429155524778,-6.66404328283055,4.31398594085698e-10,2.58258164147986e-09,12.1684351615762,"Down"
"224209_s_at",1.40733559781021,-0.158377947057651,6.65840958586747,4.4447169417507e-10,2.65706209042444e-09,12.1391510970009,"Up"
"209591_s_at",1.34302153303921,-0.153401952338963,6.65350845113326,4.56161843650695e-10,2.72307553243823e-09,12.1136861084756,"Up"
"216450_x_at",1.05333755092086,-0.0393609745736769,6.64799624509412,4.69671711786184e-10,2.79852886245746e-09,12.0850586284992,"Up"
"218990_s_at",1.99301211603298,-0.240267953984509,6.64416720436743,4.79287569733541e-10,2.85426945596137e-09,12.0651803991379,"Up"
"205506_at",1.12436633089573,-0.162892605195636,6.63262103867971,5.09473063677292e-10,3.02710712416387e-09,12.0052778775841,"Up"
"209631_s_at",1.14855401825935,-0.0721481092562048,6.63104839489449,5.13726789336048e-10,3.05006104972836e-09,11.9971233660271,"Up"
"205348_s_at",1.11398141515141,-0.153000928400929,6.63028780914698,5.15796574183359e-10,3.06201712198427e-09,11.9931799456885,"Up"
"211633_x_at",1.61139515422256,-0.0479114302662311,6.62522830575603,5.29775642240359e-10,3.1409112166007e-09,11.9669543004451,"Up"
"241031_at",1.30778114230475,-0.0813220040089168,6.62492417034365,5.30627738506811e-10,3.14494001115013e-09,11.9653781888295,"Up"
